,batch,file_name,embed_code,video_title,description,interest,alarm,confusion,understanding,frustration,relief,sorrow,joy,anger,gratitude,fear,hope,boredom,surprise,disgust,desire
343,2,anim_hiccup_playercure_getout.avi,Hm6Mu3XHBAM,335,"It looks around, making small to large eyes and happily chirps, moving forward with slight arm movement.",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
344,2,anim_hiccup_faceplant_02.avi,q7gzV5O5XQQ,336,"It looks down then up, slams its arms, and laughs.",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
345,2,anim_hiccup_02.avi,X7k9du8UR1I,337,It is startled and its eyes turn small to large making a sound and slight arm movement.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
346,2,anim_guarddog_sleeploop_02.avi,1i0Gb-4KoCw,338,"It closes its eyes and looks tired, making snoring noises.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
347,2,anim_guarddog_settle_01.avi,EYcQiRD1ZUo,339,"It moves backwards, closes its eyes slightly, making faint arm movements and a series of tired noises.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
348,2,anim_guarddog_interruption_01.avi,SJCkiqaoSpY,340,"It wakes up grumpily, makes angry noises, slams its arms around and then goes back to sleep.",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
349,2,anim_guarddog_getout_untouched_01.avi,aqloP-uH6a4,341,It looks happily at the camera and then back down.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
350,2,anim_guarddog_getout_timeout_02.avi,d7o13sMTDwM,342,"It looks down dejectedly, moving its arms slightly and sighing.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
351,2,anim_guarddog_getout_playersucess_01.avi,qwwi7NYYr2g,343,"It looks around, slams its arms and becomes startled, looking left to right frantically.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
352,2,anim_guarddog_fakeout_03.avi,Q9AkwhyplAw,344,"It moves forward quickly, makes a sound and waves its arms around quickly.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
353,2,anim_guarddog_fakeout_01.avi,tyO0giJPbXk,345,"It looks down, moves backwards quickly and makes a sighing sound.",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
354,2,anim_greeting_happy_03.avi,Qz4Kerx1qeE,346,"It looks around, waves its arms around quickly, making sounds and jiggling back and forth towards the camera.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
355,2,anim_greeting_happy_03_head_angle_20.avi,BcTx_6Xhogs,347,"It wakes up, slams its arms around and looks right, making a sound.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
356,2,anim_greeting_happy_02.avi,1r5cBf3Q1TQ,348,"It wakes up, squinting and slowly raises its arms up high and then slowly lowers them.",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
357,2,anim_gotosleep_sleeploop_01.avi,ExFaUCVkMlc,349,"It closes its eyes, then lowers its head and makes a snoring sound.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
358,2,anim_gotosleep_off_01.avi,AkFnaQdLns4,350,"It closes its eyes, yawns, looks down and then opens its eyes.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
359,2,anim_gotosleep_getout_03.avi,yAjl_jtlVFQ,351,"It closes its eyes, looks down, moves forward slightly and makes a faint, tired sound.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
360,2,anim_gotosleep_getout_01.avi,o8cxIMoQCX4,352,Robot furrows brow.,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
361,2,anim_gif_no_01.avi,ca-OtNHbJS0,353,Robot shakes its head.,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
362,2,anim_gif_gleeserious_01.avi,6mvOK5fjLgU,354,"Robot wakes up, laughs, and immediately falls back asleep.",1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1
363,2,anim_gamesetup_idle_03.avi,ccvGG64bWaI,355,Robot is bored.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
364,2,anim_gamesetup_idle_01.avi,v6ZQ8zAnD-I,356,Robot notices insect.,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
365,2,anim_gamesetup_getin_01_head_angle_40.avi,08XVwN0b6zQ,357,Robot slams arms down,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
366,2,anim_gamesetup_getin_01_head_angle_-20.avi,EGs3g-moCWM,358,Robot flops down.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
367,2,anim_freeplay_reacttoface_sayname_03_head_angle_40.avi,j3V6EKFOx6w,359,Robot laughs.,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
368,2,anim_freeplay_reacttoface_sayname_03_head_angle_-20.avi,9IwTonbqvE8,360,"Robot laughs, and then holds completely still.",1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
369,2,anim_freeplay_reacttoface_sayname_02_head_angle_-20.avi,yydeW50jBPs,362,"It moves back then forward, slamming its arms and making a sound.",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
370,2,anim_freeplay_reacttoface_sayname_01_head_angle_20.avi,51vUPFsdGKk,363,"It squints, moves its arms and head, making a noise.",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
371,2,anim_freeplay_reacttoface_longname_01.avi,AvHGOtbeBoQ,364,"It squints, moves forward while making a noise.",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
372,2,anim_freeplay_reacttoface_identified_03_head_angle_40.avi,5tg4OFo7KOk,365,"It looks up, makes a noise, slightly backs up and then forward.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
373,2,anim_freeplay_reacttoface_identified_03_head_angle_-20.avi,ZAI0IVJvE8U,366,It looks down and lowers its arms with a noise.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,2,anim_freeplay_reacttoface_identified_02_head_angle_40.avi,6NiJlyLtuLY,367,It looks up with a chirp.,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
375,2,anim_freeplay_reacttoface_identified_02_head_angle_-20.avi,o9DqnoMHTnA,368,It wakes up and nods quickly to go back to sleep.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
376,2,anim_freeplay_reacttoface_identified_01_head_angle_40.avi,o4-BzbvJXws,369,"It looks up, squints, waves its arms happily and chirps.",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
377,2,anim_freeplay_reacttoface_identified_01_head_angle_-20.avi,uzQXr45Leu0,370,"It wakes up, squints, makes a happy sound, moves its arms and then goes back to sleep.",0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
378,2,anim_fistbump_success_02.avi,ILgKYsZfd2U,371,"It moves its arms up high then lowers them to tap the ground, backing up and making a sound.",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
379,2,anim_fistbump_requesttwice_01.avi,OQpFB78PK9E,372,It raises its arms several times and makes a faint sound.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
380,2,anim_fistbump_requestonce_02.avi,Z2elYqk-eg0,373,"It slams its arms quickly and its eyes move apart and then back together, raising its arms again afterwards.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
381,2,anim_fistbump_idle_03.avi,7JIjTftBVUg,374,It slowly raises its arms while looking at them.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
382,2,anim_fistbump_idle_01.avi,jirIrV8Mios,375,It wakes up and slowly raises its arms and then closes its eyes.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
383,2,anim_factory_audio_test_02.avi,Ze8M3zMyNho,376,It nods repeatedly while making a dial tone noise throughout.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,2,anim_explorer_idle_03_head_angle_40.avi,hB5XTxPN4mE,377,It looks up quickly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,2,anim_explorer_idle_03_head_angle_20.avi,W8Zj2puRALs,378,It looks up quickly.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
386,2,anim_explorer_idle_03_head_angle_-20.avi,xqKxFVEYbCE,379,It looks down quickly.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
387,2,anim_explorer_idle_02.avi,ZmRk4CfRwZs,380,It looks around while making a small noise.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,2,anim_explorer_idle_02_head_angle_30.avi,Qrt6Ye13UQs,381,It wakes up and looks up making a high pitched noise and then closes its eyes.,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
389,2,anim_explorer_idle_02_head_angle_10.avi,cM9IMhDgf_s,382,"It looks around and makes a ""Rawr"" sound.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
390,2,anim_explorer_idle_02_head_angle_-10.avi,NbHZ43H0SME,383,It looks around and makes a sound.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,2,anim_explorer_idle_01_head_angle_30.avi,PcWFhHW4Pb4,384,It looks around and then up quickly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,2,anim_explorer_idle_01_head_angle_10.avi,lKaVGPbDt38,385,It looks up quickly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,2,anim_explorer_idle_01_head_angle_-10.avi,mxlpQNLBALU,386,It looks around and then down to the floor.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
394,2,anim_explorer_huh_01_head_angle_40.avi,_lEMC8WTLrI,387,It nods its head with a happy sound.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
395,2,anim_explorer_huh_01_head_angle_20.avi,QlAfqokl1xU,388,It nods its head and moves slightly backwards with a chirp.,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
396,2,anim_explorer_drvback_start_02.avi,WzwP29j0XoQ,391,It looks down then back up with a quick sound.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,2,anim_explorer_drvback_loop_03.avi,nWidb7iswBY,392,"It looks down and around, making a beeping sound.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
398,2,anim_keepaway_losegame_02.avi,49oYTkplQqE,393,The robot moves forward and raises its eyes and the moves backwards and lowers its eyes.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
399,2,anim_keepaway_idle_03.avi,73hBbSoUHUY,394,"The robot slowly opens its eyes, looks side to side, and then closes it again.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
400,2,anim_keepaway_idle_01.avi,IKO0NLQfbpo,395,The robot is focuses its head straight ahead and then raises its arms very high above its head.,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
401,2,anim_keepaway_getready_02.avi,0QMVC92c8hw,396,"The robot slowly opens its eyes initially then opens it quick, backs up,  minimizes its eyes suspiciously, and then opens its eyes fully while raising its arms, and then minimizes its eyes again.",1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
402,2,anim_keepaway_getout_03.avi,CrNnETIbxFM,397,The robot looks to a side then focuses its attention.,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
403,2,anim_keepaway_getout_01.avi,E5TIjeBqXMI,398,"The robot opens its eyes quickly, blinks twice, and then focuses its attention.",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
404,2,anim_keepaway_getin_02.avi,BTJn_7sDyZU,399,"The robot blinks, lowers its eyes, blinks again, and the moves forward.",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
405,2,anim_keepaway_fakeout_06.avi,Y6nNA5iAfzw,400,"The robot opens its eyes quickly, minimizes its eyes, backs up, and then opens its eyes fully while raising its arms and moving forward.",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
406,2,anim_keepaway_fakeout_04.avi,UhHea6Y5RoQ,401,"The robot raises its arms while minimizing its eyes, moves forwards, opens its eyes again, and then takes a look around while backing up.",1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
407,2,anim_keepaway_fakeout_02.avi,MX6RrSHrv6E,402,The robot moves backwards while  looking up and then moves forward and focuses its attention again and then blinks.,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
408,2,anim_keepalive_eyesonly_loop_03.avi,p1cW5FCD-d0,403,It looks around slightly.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
409,2,anim_keepalive_eyes_01_updown.avi,C7td2JamHUk,404,It wakes up to look around and then closes its eyes again.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
410,2,anim_keepalive_eyes_01_forward.avi,iK7Sg3eAHeA,405,It looks up slightly to look around towards the camera and then looks around faintly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,2,anim_hiking_rtpmarker_01.avi,hlqywklqN9I,406,"It nods its head, closes its eyes and make an approving sound.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
412,2,anim_hiking_rtnewarea_02.avi,KdNxE65bEi4,407,It waves its arms and nods while making a happy sound and squinting quickly.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
413,2,anim_hiking_react_05.avi,DQI43SYIWHc,408,"It looks down, squints, moves its arms slightly while making a low pitched sound.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
414,2,anim_hiking_react_03.avi,gUlF0R1iwmk,409,It looks around and moves its arms slightly.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
415,2,anim_hiking_react_01.avi,s1zIWqfbchw,410,It wakes up with a startled noise.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
416,2,anim_hiking_lookaround_03.avi,ksON5PE3AXA,411,It looks down and around making a snarky sound.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
417,2,anim_hiking_lookaround_01.avi,MaQ0nDQp2xY,412,It wakes up with a sounds to look around.,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
418,2,anim_hiking_getin_02.avi,6X_yknmLhIY,413,"It wakes up startled, moving its arms and makes a noise.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
419,2,anim_hiking_edgesquintloop_01.avi,Nxr666RqJNs,414,It squints.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
420,2,anim_hiking_edgesquintgetin_01.avi,eFBZUsKVjYo,415,It closes and opens its eyes with a sigh of relief.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
421,2,anim_hiking_driving_start_03.avi,hJWUa5DVZIA,416,It looks down and then up making a slight sighing noise.,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
422,2,anim_hiking_driving_start_01.avi,O7rwgShvKSM,417,It looks down and its eyes blink rapidly.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
423,2,anim_hiking_driving_loop_05.avi,QlBpOBo5sQg,418,"It looks around and squints, making a ""Wow"", sound.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
424,2,anim_hiking_driving_loop_03.avi,IORPb2eY6Sg,419,It looks down and around.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
425,2,anim_hiking_driving_loop_01.avi,wU_VdfJBc-8,420,It looks around making some singing sound.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
426,2,anim_hiking_driving_end_01.avi,GAbovVS7gNQ,421,It wakes up for a moment and then goes back to sleep.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
427,2,anim_hiccup_turtleroll_01.avi,T9f1mkR_X5s,422,"It looks around, nods, then backs up quickly, with its eyes becoming extremely tiny.",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
428,2,anim_hiccup_playercure_pickupreact.avi,CfMVUVXXJus,423,"The robot sees something, then takes a step back and closes its eyes.",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
429,2,anim_hiccup_getin.avi,zNjaSGOYmqg,424,"The robot sees something, then jumps back and seems to shake itself off.",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
430,2,anim_hiccup_faceplant_01.avi,KOLqoKW05ds,425,"The robot looks something up and down, lowers its eyes, and then raises its arms sharply.",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
431,2,anim_hiccup_01.avi,AWqJeALGKI8,426,"The robot seems to ""smack"" something away.",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
432,2,anim_guarddog_sleeploop_01.avi,wcojA8LFvAI,427,The robot lowers its eyes and coos to itself.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
433,2,anim_guarddog_pulse_01.avi,flXQrGjrIPY,428,The robot makes a sharp jump.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
434,2,anim_guarddog_getout_untouched_02.avi,0sK27S2SAm8,429,The robot gives a laughing sound and shakes itself in mirth.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
435,2,anim_guarddog_getout_touched_01.avi,UhVGsXQHQis,430,The robot titters to itself and slightly moves around.,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
436,2,anim_guarddog_getout_timeout_01.avi,ByTYLNdyXlc,431,The robot mumbles to itself and then backs up slightly while still gushing to itself.,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
437,2,anim_guarddog_getout_busted_01.avi,MD3Xrdk-Kzc,432,"The robot gestures about and moves around erratically, all the while exclaiming to itself.",0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
438,2,anim_guarddog_fakeout_02.avi,oRhNarVjFfg,433,A nodding motion with a kind downward sliding sound.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
439,2,anim_guarddog_cubedisconnect_01.avi,q98lOZ4zRpU,434,"A kind of excited nod and a short, sharp sound.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
440,2,anim_greeting_happy_03_head_angle_40.avi,1K0QleF5OKU,435,A manic up and down movement of its appendage.,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0
441,2,anim_greeting_happy_03_head_angle_-20.avi,Boo_cuHW19s,436,Nodding and long held notes.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
442,2,anim_greeting_happy_01.avi,lk01FxAYMak,437,A pirouette and staccato sound.,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
443,2,anim_gotosleep_sleeping_01.avi,ActrkIQTzU8,438,A tired kind of expression into silence.,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
444,2,anim_gotosleep_getout_04.avi,4Q7KenRE4gU,439,Fast paced movements within a small span.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
445,2,anim_gotosleep_getout_02.avi,TMy_r6szMkM,440,A backwards march.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
446,2,anim_gotosleep_getin_01.avi,vSr_WlvS56A,441,A long held glissando sound that could be reminiscent of a range of emotions.,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
447,2,anim_gif_idk_01.avi,mpjYe2M4ueA,442,A curious risen frontispiece.,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
448,2,anim_gamesetup_reaction_01.avi,LkkM6wLpTs8,443,It looks down and makes an interesting sound.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,2,anim_gamesetup_idle_02.avi,kbTIRn4krz0,444,"It wakes up and looks around, only to close its eyes soon after.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
450,2,anim_gamesetup_getin_01_head_angle_20.avi,8KCCAhwyJVw,446,It moves its arms and head up and down quickly for a brief second.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
451,2,anim_freeplay_reacttoface_wiggle_01.avi,gBUkLFE-0yY,447,It slams its arms and moves back and forth quickly.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
452,2,anim_freeplay_reacttoface_sayname_03_head_angle_20.avi,J8wzd3XpeAY,448,It moves its arms up and down excitedly while squinting happily.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
453,2,anim_freeplay_reacttoface_sayname_02.avi,xuw5O-nlmHg,449,"It moves back then forward, slamming it arms and nodding with a sound.",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
454,2,anim_freeplay_reacttoface_sayname_02_head_angle_20.avi,YWVAnSuu2fw,450,"It squints, moves back then forward, making a sound and small gesture with its hands.",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
455,2,anim_freeplay_reacttoface_sayname_01_head_angle_40.avi,zfmtNT084_I,451,"It looks up, slams its arms up and down quickly while making a noise and moving slightly forward.",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
456,2,anim_freeplay_reacttoface_sayname_01_head_angle_-20.avi,8sLf5a31Rqc,452,It movies it arms up and down rapidly while making a noise and moving slightly forward.,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
457,2,anim_freeplay_reacttoface_like_01.avi,lTycrNBqj0Q,453,The robot seems startled as it widens its eyes and backs away.,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
458,2,anim_freeplay_reacttoface_identified_03_head_angle_20.avi,66H7fWn1TTM,454,The robot looks up as if it is responding to someone speaking to it.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,2,anim_freeplay_reacttoface_identified_02.avi,F_ipANcMy2Y,455,The robot shakes it head as if to respond yes.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
460,2,anim_freeplay_reacttoface_identified_02_head_angle_20.avi,YRUsC5Y8nwg,456,The robot  appears to be looking up and down several times.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,2,anim_freeplay_reacttoface_identified_01.avi,7BVWPsQ21WU,457,The robot scrunches its eyes shut and throws its arms up.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
462,2,anim_freeplay_reacttoface_identified_01_head_angle_20.avi,uf-XFC0BfKg,458,The robot appears to be smiling and waving its arms up.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
463,2,anim_fistbump_success_03.avi,eACiWNj3Bnc,459,The robot turns in a circle and speaks as if it is upset.,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
464,2,anim_fistbump_success_01.avi,64faKKWSvms,460,The robot lifts its arms up several times fast and seems to laugh or make sounds of happiness.,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
465,2,anim_fistbump_requestoncelong_01.avi,oGRbBOtPQas,461,The robot makes noises of confusion then throws its arms up.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
466,2,anim_fistbump_requestonce_01.avi,xk3lsGdKVhU,462,The robot throws its arms up and covers its head.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
467,2,anim_fistbump_idle_02.avi,HA4zxiO2jAo,463,It blinks. It raises its arms up.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,2,anim_fistbump_fail_01.avi,rSD6wGhCirk,464,"It raises its arms up, then lowers them again. It turns to one side. The eyes seem sorrowful.",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
469,2,anim_factory_audio_test_01.avi,evklIyW0w8w,465,It does not move. It makes squeaking and squealing noises.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
470,2,anim_explorer_idle_03_head_angle_30.avi,uMFgs2rWS-I,466,It raises its head up. It opens eyes wide.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,2,anim_explorer_idle_03_head_angle_10.avi,jRsWD2dW9Vg,467,Its eyes move about. It raises its head slightly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,2,anim_explorer_idle_03_head_angle_-10.avi,w1aVmlJEcmw,468,It does not move. Its eyes open slightly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,2,anim_explorer_idle_02_head_angle_40.avi,NqYvqNwxyP0,469,It raises its head up. Its eyes open wide and move about.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,2,anim_explorer_idle_02_head_angle_20.avi,mJ1eAUI9PgI,470,It raises its head up slightly. Its eyes open wide and move about.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,2,anim_explorer_idle_02_head_angle_-20.avi,wvNS_L4pxWA,471,It lowers its head down. Its eyes open wide and move about.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
476,2,anim_explorer_idle_01_head_angle_40.avi,h2whIYHN2HE,472,It raises its head up. Its eyes open wide and move about.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,2,anim_explorer_idle_01_head_angle_20.avi,_cjZxKARNfo,473,Looks up quickly.,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
478,2,anim_explorer_idle_01_head_angle_-20.avi,uIoPF_wEtCQ,474,Stares forward then looks down.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
479,2,anim_explorer_huh_01.avi,Zy-RicMFqak,475,Nods his little robot head.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
480,2,anim_explorer_huh_01_head_angle_30.avi,RJDLPOkBghw,476,Nods little robot head.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
481,2,anim_explorer_huh_01_head_angle_10.avi,Y9d_LGO7IWE,477,Nods head and scoots back a bit.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
482,2,anim_explorer_huh_01_head_angle_-10.avi,52GiCocA0PA,478,Wakes up nods and scoots back.,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
483,2,anim_explorer_getin_01.avi,k_fTnG8QEQQ,479,Scoots back looks up and says WHOA!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
484,2,anim_explorer_drvback_start_01.avi,7P7wcYvyYEw,480,Looks sad and makes a beep noise.,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
485,2,anim_explorer_drvback_loop_02.avi,GrljH_oORHw,481,Doesn't move and says beep beep beep.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
486,2,anim_explorer_drvback_end_01.avi,Rm9ctyk_vWs,482,"Looks down, up for a second then back down.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
487,2,anim_explorer_driving01_turbo_01_head_angle_40.avi,yPlYxOlhKIQ,483,Robot looks up and then back down and makes a surprised sound.,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
488,2,anim_explorer_driving01_turbo_01_head_angle_20.avi,hJipEiJeFrE,484,"Robot looks up, then forward, and makes a sound.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
489,2,anim_explorer_driving01_turbo_01_head_angle_-20.avi,tch0je_8Org,485,"Robot reacts to something, looks downward, and makes a sound.",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
490,2,anim_explorer_driving01_start_02_head_angle_40.avi,x3rMuUT3ovA,486,Robot has eyes squeezed shut and pops them open.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
491,2,anim_explorer_driving01_start_02_head_angle_20.avi,a1SXn8XENWw,487,Robot looks down and then back up.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
492,2,anim_explorer_driving01_start_02_head_angle_-20.avi,DVg2EUXmghI,488,Robot points eyes downward and then looks forward again.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
493,2,anim_explorer_driving01_start_01.avi,7tEAu0n89uY,489,"Robot half closes eyes, then opens them again.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
494,2,anim_explorer_driving01_start_01_head_angle_30.avi,xxiLUTAuu1I,490,"Robot looks down briefly, then looks forward again while making a sound.",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
495,2,anim_explorer_driving01_start_01_head_angle_10.avi,PwtaEs68prw,491,"Robot half closes eyes, then opens them wide again while making a sound.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
