clip_name,verdict,reason_tags,note,reviewed_at,run_reviewed,mapping_version_reviewed
anim_explorer_driving01_loop_03_head_angle_40,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_explorer_driving01_start_01,keep,,audit: visual contact-sheet review (agent): subtle dip-and-recover nod reads,2026-08-04T18:33:35,v1.3,1.3
anim_explorer_driving01_start_01_head_angle_-10,keep,,audit: visual contact-sheet review (agent): small intentional nod arc legible,2026-08-04T18:33:35,v1.3,1.3
anim_explorer_driving01_start_01_head_angle_-20,keep,,audit: visual contact-sheet review (agent): gentle look-down arc reads,2026-08-04T18:33:35,v1.3,1.3
anim_explorer_driving01_start_01_head_angle_10,keep,,"audit: visual contact-sheet review (agent): clean subtle nod, intentional",2026-08-04T18:33:35,v1.3,1.3
anim_explorer_driving01_start_01_head_angle_20,keep,,audit: visual contact-sheet review (agent): sorrow head-lower reads clearly,2026-08-04T18:33:35,v1.3,1.3
anim_explorer_driving01_start_01_head_angle_30,keep,,audit: visual contact-sheet review (agent): look-down-then-up arc legible,2026-08-04T18:33:35,v1.3,1.3
anim_explorer_driving01_start_01_head_angle_40,keep,,audit: visual contact-sheet review (agent): small shake reads as gesture,2026-08-04T18:33:35,v1.3,1.3
anim_explorer_driving01_start_02_head_angle_-10,keep,,audit: visual contact-sheet review (agent): wake-up dip arc reads,2026-08-04T18:33:35,v1.3,1.3
anim_explorer_driving01_start_02_head_angle_-20,keep,,audit: visual contact-sheet review (agent): look-down-then-forward legible,2026-08-04T18:33:35,v1.3,1.3
anim_explorer_driving01_start_02_head_angle_10,keep,,audit: visual contact-sheet review (agent): survey-then-realize arc reads,2026-08-04T18:33:35,v1.3,1.3
anim_explorer_driving01_start_02_head_angle_20,keep,,audit: visual contact-sheet review (agent): down-then-up nod legible,2026-08-04T18:33:35,v1.3,1.3
anim_explorer_driving01_start_02_head_angle_30,keep,,audit: visual contact-sheet review (agent): surprise head-pop reads,2026-08-04T18:33:35,v1.3,1.3
anim_explorer_driving01_start_02_head_angle_40,keep,,audit: visual contact-sheet review (agent): squeeze-then-pop arc intentional,2026-08-04T18:33:35,v1.3,1.3
anim_explorer_driving01_turbo_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_explorer_driving01_turbo_01_head_angle_-10,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_explorer_driving01_turbo_01_head_angle_-20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_explorer_driving01_turbo_01_head_angle_10,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_explorer_driving01_turbo_01_head_angle_20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_explorer_driving01_turbo_01_head_angle_30,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_explorer_driving01_turbo_01_head_angle_40,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_explorer_drvback_end_01,drop,too-short,"audit: visual contact-sheet review (agent): T=11 blip, tiny range",2026-08-04T18:33:35,v1.3,1.3
anim_explorer_drvback_loop_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_explorer_drvback_loop_02,drop,source-static,auto: near-static (max joint range < 0.05 rad),2026-08-04T16:56:48,v1.3,1.3
anim_explorer_drvback_loop_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_explorer_drvback_start_01,keep,,audit: visual contact-sheet review (agent): sad dip gesture reads,2026-08-04T18:33:35,v1.3,1.3
anim_explorer_drvback_start_02,keep,,audit: visual contact-sheet review (agent): down-then-up arc legible,2026-08-04T18:33:35,v1.3,1.3
anim_explorer_getin_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_explorer_huh_01,drop,untranslatable,audit: sibling of human-dropped base clip,2026-08-04T18:30:20,v1.3,1.3
anim_explorer_huh_01_head_angle_-10,drop,,,2026-08-04T16:51:23,v1.3,1.3
anim_explorer_huh_01_head_angle_-20,drop,,,2026-08-04T16:51:38,v1.3,1.3
anim_explorer_huh_01_head_angle_10,drop,untranslatable,audit: sibling of human-dropped base clip,2026-08-04T18:30:20,v1.3,1.3
anim_explorer_huh_01_head_angle_20,drop,untranslatable,audit: sibling of human-dropped base clip,2026-08-04T18:30:20,v1.3,1.3
anim_explorer_huh_01_head_angle_30,drop,untranslatable,audit: sibling of human-dropped base clip,2026-08-04T18:30:20,v1.3,1.3
anim_explorer_huh_01_head_angle_40,drop,untranslatable,audit: sibling of human-dropped base clip,2026-08-04T18:30:20,v1.3,1.3
anim_explorer_idle_01_head_angle_-10,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_explorer_idle_01_head_angle_-20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_explorer_idle_01_head_angle_10,keep,,audit: visual contact-sheet review (agent): quick look-up plus light lift,2026-08-04T18:33:35,v1.3,1.3
anim_explorer_idle_01_head_angle_20,keep,,audit: visual contact-sheet review (agent): heads-up pop reads clearly,2026-08-04T18:33:35,v1.3,1.3
anim_explorer_idle_01_head_angle_30,keep,,"audit: visual contact-sheet review (agent): look-around idle, gentle mood",2026-08-04T18:33:35,v1.3,1.3
anim_explorer_idle_01_head_angle_40,keep,,audit: visual contact-sheet review (agent): head-raise with bright light,2026-08-04T18:33:35,v1.3,1.3
anim_explorer_idle_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_explorer_idle_02_head_angle_-10,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_explorer_idle_02_head_angle_-20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_explorer_idle_02_head_angle_10,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_explorer_idle_02_head_angle_20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_explorer_idle_02_head_angle_30,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_explorer_idle_02_head_angle_40,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_explorer_idle_03_head_angle_-10,drop,source-static,"audit: visual contact-sheet review (agent): static frames, no story",2026-08-04T18:33:35,v1.3,1.3
anim_explorer_idle_03_head_angle_-20,keep,,audit: visual contact-sheet review (agent): quick look-down in calm idle,2026-08-04T18:33:35,v1.3,1.3
anim_explorer_idle_03_head_angle_10,keep,,audit: visual contact-sheet review (agent): slight head-raise idle reads,2026-08-04T18:33:35,v1.3,1.3
anim_explorer_idle_03_head_angle_20,keep,,audit: visual contact-sheet review (agent): look-up event in idle,2026-08-04T18:33:35,v1.3,1.3
anim_explorer_idle_03_head_angle_30,keep,,"audit: visual contact-sheet review (agent): head-raise arc, calm idle",2026-08-04T18:33:35,v1.3,1.3
anim_explorer_idle_03_head_angle_40,keep,,audit: visual contact-sheet review (agent): gentle look-up idle legible,2026-08-04T18:33:35,v1.3,1.3
anim_factory_audio_test_01,drop,source-static,auto: near-static (max joint range < 0.05 rad),2026-08-04T16:56:48,v1.3,1.3
anim_factory_audio_test_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_fistbump_fail_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_fistbump_idle_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_fistbump_idle_02,drop,not-cute,"audit: visual contact-sheet review (agent): 0.05rad, flat light, awkward pose",2026-08-04T18:33:35,v1.3,1.3
anim_fistbump_idle_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_fistbump_requestonce_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_fistbump_requestonce_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_fistbump_requestoncelong_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_fistbump_requesttwice_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_fistbump_success_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_fistbump_success_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_fistbump_success_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_freeplay_reacttoface_identified_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_freeplay_reacttoface_identified_01_head_angle_-20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_freeplay_reacttoface_identified_01_head_angle_20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_freeplay_reacttoface_identified_01_head_angle_40,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_freeplay_reacttoface_identified_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_freeplay_reacttoface_identified_02_head_angle_-20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_freeplay_reacttoface_identified_02_head_angle_20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_freeplay_reacttoface_identified_02_head_angle_40,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_freeplay_reacttoface_identified_03_head_angle_-20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_freeplay_reacttoface_identified_03_head_angle_20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_freeplay_reacttoface_identified_03_head_angle_40,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_freeplay_reacttoface_like_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_freeplay_reacttoface_longname_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_freeplay_reacttoface_sayname_01_head_angle_-20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_freeplay_reacttoface_sayname_01_head_angle_20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_freeplay_reacttoface_sayname_01_head_angle_40,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_freeplay_reacttoface_sayname_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_freeplay_reacttoface_sayname_02_head_angle_-20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_freeplay_reacttoface_sayname_02_head_angle_20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_freeplay_reacttoface_sayname_02_head_angle_40,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_freeplay_reacttoface_sayname_03_head_angle_-20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_freeplay_reacttoface_sayname_03_head_angle_20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_freeplay_reacttoface_sayname_03_head_angle_40,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_freeplay_reacttoface_wiggle_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_gamesetup_getin_01_head_angle_-20,keep,,audit: visual contact-sheet review (agent): clean flop-down arc reads,2026-08-04T18:33:35,v1.3,1.3
anim_gamesetup_getin_01_head_angle_20,keep,,audit: visual contact-sheet review (agent): big legible down-swing gesture,2026-08-04T18:33:35,v1.3,1.3
anim_gamesetup_getin_01_head_angle_40,keep,,audit: visual contact-sheet review (agent): frustrated slam-down arc clear,2026-08-04T18:33:35,v1.3,1.3
anim_gamesetup_getout_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_gamesetup_idle_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_gamesetup_idle_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_gamesetup_idle_03,drop,source-static,"audit: visual contact-sheet review (agent): 0.07rad flat light, mush",2026-08-04T18:33:35,v1.3,1.3
anim_gamesetup_reaction_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_gif_gleeserious_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_gif_idk_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_gif_no_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_gotosleep_getin_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_gotosleep_getout_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_gotosleep_getout_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_gotosleep_getout_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_gotosleep_getout_04,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_gotosleep_off_01,drop,source-static,auto: near-static (max joint range < 0.05 rad),2026-08-04T16:56:48,v1.3,1.3
anim_gotosleep_sleeping_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_gotosleep_sleeploop_01,keep,,"audit: visual contact-sheet review (agent): sleepy droop, dim light mood",2026-08-04T18:33:35,v1.3,1.3
anim_greeting_happy_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_greeting_happy_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_greeting_happy_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_greeting_happy_03_head_angle_-20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_greeting_happy_03_head_angle_20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_greeting_happy_03_head_angle_40,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_guarddog_cubedisconnect_01,keep,,audit: visual contact-sheet review (agent): excited nod reads cleanly,2026-08-04T18:33:35,v1.3,1.3
anim_guarddog_fakeout_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_guarddog_fakeout_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_guarddog_fakeout_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_guarddog_getout_busted_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_guarddog_getout_playersucess_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_guarddog_getout_timeout_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_guarddog_getout_timeout_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_guarddog_getout_touched_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_guarddog_getout_untouched_01,keep,,audit: visual contact-sheet review (agent): look-up with light fade-on,2026-08-04T18:33:35,v1.3,1.3
anim_guarddog_getout_untouched_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_guarddog_interruption_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_guarddog_pulse_01,drop,too-short,"audit: visual contact-sheet review (agent): T=10 blip, too short",2026-08-04T18:33:35,v1.3,1.3
anim_guarddog_settle_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_guarddog_sleeploop_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_guarddog_sleeploop_02,keep,,"audit: visual contact-sheet review (agent): depressed slump, dim light story",2026-08-04T18:33:35,v1.3,1.3
anim_hiccup_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiccup_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiccup_faceplant_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiccup_faceplant_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiccup_getin,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiccup_playercure_getout,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiccup_playercure_pickupreact,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiccup_selfcure_getout,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiccup_turtleroll_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiccup_withreaction_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiking_driving_end_01,drop,too-short,"audit: visual contact-sheet review (agent): T=11 blip, too short",2026-08-04T18:33:35,v1.3,1.3
anim_hiking_driving_end_02,keep,,"audit: visual contact-sheet review (agent): clean look-down arc, 0.22rad",2026-08-04T18:33:35,v1.3,1.3
anim_hiking_driving_loop_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiking_driving_loop_02,drop,,,2026-08-04T16:55:00,v1.3,1.3
anim_hiking_driving_loop_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiking_driving_loop_04,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiking_driving_loop_05,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiking_driving_loop_06,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiking_driving_start_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiking_driving_start_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiking_driving_start_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiking_driving_start_04,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiking_edgesquintgetin_01,keep,,"audit: visual contact-sheet review (agent): relief sigh, strong light arc",2026-08-04T18:33:35,v1.3,1.3
anim_hiking_edgesquintgetout_01,keep,,audit: visual contact-sheet review (agent): blink light story reads,2026-08-04T18:33:35,v1.3,1.3
anim_hiking_edgesquintloop_01,drop,source-static,auto: near-static (max joint range < 0.05 rad),2026-08-04T16:56:48,v1.3,1.3
anim_hiking_getin_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiking_getin_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiking_getin_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiking_lookaround_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiking_lookaround_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiking_lookaround_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiking_observe_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiking_react_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiking_react_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiking_react_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiking_react_04,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiking_react_05,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiking_rtnewarea_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiking_rtnewarea_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiking_rtnewarea_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_hiking_rtpmarker_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_keepalive_blink_01,keep,,,2026-08-04T22:34:17,v1.4,1.4
anim_keepalive_eyes_01_forward,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_keepalive_eyes_01_right,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_keepalive_eyes_01_updown,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_keepalive_eyesonly_loop_02,keep,,"audit: visual contact-sheet review (agent): long idle, breathing light glow",2026-08-04T18:33:35,v1.3,1.3
anim_keepalive_eyesonly_loop_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_keepaway_fakeout_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_keepaway_fakeout_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_keepaway_fakeout_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_keepaway_fakeout_04,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_keepaway_fakeout_05,keep,,audit: visual contact-sheet review (agent): raise gesture plus light swing,2026-08-04T18:33:35,v1.3,1.3
anim_keepaway_fakeout_06,keep,,,2026-08-04T16:53:59,v1.3,1.3
anim_keepaway_getin_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_keepaway_getin_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_keepaway_getin_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_keepaway_getout_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_keepaway_getout_02,keep,,audit: visual contact-sheet review (agent): big clean head-rise arc,2026-08-04T18:33:35,v1.3,1.3
anim_keepaway_getout_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_keepaway_getready_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
